resample,delta_fpr
"[(4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (5784, 5724, 5844), (4501, 4441, 4561), (2147, 2087, 2207), (5031, 4971, 5091), (1860, 1800, 1920), (376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091)]",-0.043821391484942886
"[(5784, 5724, 5844), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920), (3884, 3824, 3944), (1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.05758119147240487
"[(590, 530, 650), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920)]",-0.03381451453430888
"[(3884, 3824, 3944), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (590, 530, 650), (590, 530, 650), (590, 530, 650), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (22, 0, 82)]",-0.05793742757821553
"[(1860, 1800, 1920), (4724, 4664, 4784), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561)]",-0.05758119147240487
"[(1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (1860, 1800, 1920), (2867, 2807, 2927), (376, 316, 436)]",-0.04963417045679257
"[(5784, 5724, 5844), (4501, 4441, 4561), (4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.04357976653696498
"[(3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (2147, 2087, 2207), (5784, 5724, 5844), (590, 530, 650), (22, 0, 82), (4724, 4664, 4784)]",-0.05287682333873582
"[(5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650)]",-0.05141388174807198
"[(4501, 4441, 4561), (2550, 2490, 2610), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (5031, 4971, 5091), (5784, 5724, 5844)]",-0.0526742301458671
"[(3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650)]",-0.0541940625622634
"[(376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (4724, 4664, 4784), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.04735202492211838
"[(4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (2867, 2807, 2927), (4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.051361867704280154
"[(590, 530, 650), (2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (2147, 2087, 2207), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650), (5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844)]",-0.03830856185890726
"[(4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.034846029173419765
"[(1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (22, 0, 82), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784)]",-0.04457050243111831
"[(590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.03736218864842793
"[(376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (4724, 4664, 4784), (2867, 2807, 2927), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.03808752025931929
"[(2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (4724, 4664, 4784), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.04422556971803785
"[(376, 316, 436), (4724, 4664, 4784), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.04569055036344756
"[(590, 530, 650), (2147, 2087, 2207), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82)]",-0.03464343598055106
"[(4724, 4664, 4784), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657), (22, 0, 82), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091)]",-0.04422556971803786
"[(5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (4724, 4664, 4784)]",-0.03642948444823178
"[(3884, 3824, 3944), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (5784, 5724, 5844), (3884, 3824, 3944), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.05611831442463533
"[(2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (1860, 1800, 1920), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650), (22, 0, 82)]",-0.04192208819458177
"[(5784, 5724, 5844), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (22, 0, 82), (5784, 5724, 5844), (4501, 4441, 4561)]",-0.037373937116867706
"[(590, 530, 650), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.05399792315680166
"[(5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561)]",-0.05632090761750405
"[(5784, 5724, 5844), (376, 316, 436), (4724, 4664, 4784), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (22, 0, 82)]",-0.0526742301458671
"[(1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82)]",-0.04619124797406807
"[(5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.04083299305839118
"[(4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784), (376, 316, 436), (590, 530, 650)]",-0.05399792315680166
"[(2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (376, 316, 436), (590, 530, 650)]",-0.0444311615859733
"[(1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (2550, 2490, 2610), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561)]",-0.05040556199304751
"[(22, 0, 82), (590, 530, 650), (4724, 4664, 4784), (4724, 4664, 4784), (5031, 4971, 5091), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (2867, 2807, 2927), (2550, 2490, 2610), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784)]",-0.049831916155823615
"[(1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436)]",-0.044032444959443806
"[(5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (5031, 4971, 5091), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.043701799485861184
"[(5597, 5537, 5657), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (2867, 2807, 2927), (1860, 1800, 1920), (1860, 1800, 1920), (22, 0, 82), (1860, 1800, 1920), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82)]",-0.04422556971803785
"[(590, 530, 650), (4724, 4664, 4784), (3884, 3824, 3944), (376, 316, 436), (22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.05267423014586709
"[(5597, 5537, 5657), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (2867, 2807, 2927), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.037373937116867706
"[(2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82), (2867, 2807, 2927), (2867, 2807, 2927), (5597, 5537, 5657), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (2867, 2807, 2927), (4724, 4664, 4784)]",-0.037176191417836665
"[(1860, 1800, 1920), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (5597, 5537, 5657)]",-0.04457050243111832
"[(5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (2550, 2490, 2610)]",-0.04942886812045691
"[(2867, 2807, 2927), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (4501, 4441, 4561), (4501, 4441, 4561), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561)]",-0.051950560061799926
"[(2867, 2807, 2927), (2147, 2087, 2207), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.03984857541342897
"[(590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (4501, 4441, 4561)]",-0.05291828793774318
"[(590, 530, 650), (5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091)]",-0.043701799485861184
"[(22, 0, 82), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (376, 316, 436), (2147, 2087, 2207)]",-0.03808752025931929
"[(1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (2867, 2807, 2927), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944), (5597, 5537, 5657), (376, 316, 436)]",-0.04781829049611477
"[(5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (590, 530, 650), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.04457050243111832
"[(2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (5031, 4971, 5091), (5031, 4971, 5091), (376, 316, 436)]",-0.05299584734032035
"[(1860, 1800, 1920), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (4724, 4664, 4784), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844), (5784, 5724, 5844), (4724, 4664, 4784)]",-0.053112840466926076
"[(2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650)]",-0.050405561993047514
"[(4724, 4664, 4784), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.036660689380354654
"[(4501, 4441, 4561), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (1860, 1800, 1920), (3884, 3824, 3944), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927)]",-0.05195056006179992
"[(2867, 2807, 2927), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.051950560061799926
"[(5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784)]",-0.047570436913025725
"[(590, 530, 650), (5784, 5724, 5844), (4724, 4664, 4784), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.03736218864842793
"[(2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436)]",-0.0524008766686591
"[(22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.0526742301458671
"[(5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920)]",-0.050850891410048615
"[(5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561)]",-0.04642359035664475
"[(1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436)]",-0.037176191417836665
"[(5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (590, 530, 650)]",-0.04172434249555072
"[(3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (5031, 4971, 5091), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.04736627194773377
"[(5784, 5724, 5844), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.047063476369388964
"[(4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (22, 0, 82)]",-0.042747163695299836
"[(5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.050212437234453455
"[(2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657)]",-0.042747163695299836
"[(3884, 3824, 3944), (4724, 4664, 4784), (3884, 3824, 3944), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.0541940625622634
"[(22, 0, 82), (4724, 4664, 4784), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (590, 530, 650), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436), (1860, 1800, 1920)]",-0.043821391484942886
"[(2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (376, 316, 436), (5784, 5724, 5844)]",-0.04801458670988654
"[(5784, 5724, 5844), (376, 316, 436), (2147, 2087, 2207), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.03808752025931928
"[(5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (590, 530, 650), (2550, 2490, 2610)]",-0.04736627194773377
"[(5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (590, 530, 650), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.04463040446304045
"[(5784, 5724, 5844), (5031, 4971, 5091), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.054194062562263404
"[(5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.04821717990275527
"[(5597, 5537, 5657), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.03717619141783666
"[(3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.03551401869158879
"[(4724, 4664, 4784), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.04268057164928544
"[(5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207)]",-0.04706347636938896
"[(2550, 2490, 2610), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436)]",-0.05349555813055233
"[(5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091)]",-0.04192208819458177
"[(1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (1860, 1800, 1920), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.05813055233680958
"[(22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650)]",-0.04963417045679257
"[(590, 530, 650), (1860, 1800, 1920), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.03830856185890726
"[(376, 316, 436), (2867, 2807, 2927), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091)]",-0.037362188648427934
